# Consolidated Fable.exe symbol database (Steam TLC, base 0x400000)
# Sources: FableMenu source (func addresses+names), RTTI dump (vtables), curated statics.
# 2350 symbols: 251 func, 2090 vtable, 9 data. Columns below.
addr	name	kind	conv	source
0123388C	CThingNoiseDef::vftable	vtable	-	RTTI
012338FC	CPersistContext_TransferableSubComponent<CTCNoiseDef>::vftable	vtable	-	RTTI
0123390C	CCreatureGenerationFamilyDef::vftable	vtable	-	RTTI
01233974	CHeroAbilityDef::vftable	vtable	-	RTTI
012339DC	CHeroStatsDef::vftable	vtable	-	RTTI
01233A44	CEntitySoundDef::vftable	vtable	-	RTTI
01233AAC	CRegionDef::vftable	vtable	-	RTTI
01233B14	CFactionDef::vftable	vtable	-	RTTI
01233B7C	CCameraModeDef::vftable	vtable	-	RTTI
01233BE4	CCameraManagerDef::vftable	vtable	-	RTTI
01233C4C	CCameraManagerSetDef::vftable	vtable	-	RTTI
01233CB4	CHeroPostcardGeneratorDef::vftable	vtable	-	RTTI
01233D1C	CExpressionDef::vftable	vtable	-	RTTI
01233D84	COpinionReactionMaskDef::vftable	vtable	-	RTTI
01233DEC	COpinionDeedMaskDef::vftable	vtable	-	RTTI
01233E54	COpinionDeedEffectsDef::vftable	vtable	-	RTTI
01233EBC	CCombatDialogueDef::vftable	vtable	-	RTTI
01233F24	CVillagerInteractionsDef::vftable	vtable	-	RTTI
01233F8C	COpinionPersonalityDef::vftable	vtable	-	RTTI
01233FF4	COpinionSourceDef::vftable	vtable	-	RTTI
0123405C	CSpecialAbilitiesAssassinRushDef::vftable	vtable	-	RTTI
012340C4	CSpecialAbilitiesBattleChargeDef::vftable	vtable	-	RTTI
0123412C	CSpecialAbilitiesMultiStrikeDef::vftable	vtable	-	RTTI
01234194	CSpecialAbilitiesMultiArrowDef::vftable	vtable	-	RTTI
012341FC	CSpecialAbilitiesBerserkDef::vftable	vtable	-	RTTI
01234264	CSpecialAbilitiesBulletTimeDef::vftable	vtable	-	RTTI
012342CC	CSpecialAbilitiesForcePushDef::vftable	vtable	-	RTTI
01234334	CSpecialAbilitiesEnflameDef::vftable	vtable	-	RTTI
0123439C	CSpecialAbilitiesPhysicalShieldDef::vftable	vtable	-	RTTI
01234404	CSpecialAbilitiesDrainLifeDef::vftable	vtable	-	RTTI
0123446C	CSpecialAbilitiesHealLifeDef::vftable	vtable	-	RTTI
012344D4	CSpecialAbilitiesGhostSwordDef::vftable	vtable	-	RTTI
0123453C	CSpecialAbilitiesTurncoatSpellDef::vftable	vtable	-	RTTI
012345A4	CSpecialAbilitiesFireballSpellDef::vftable	vtable	-	RTTI
0123460C	CSpecialAbilitiesLightningSpellDef::vftable	vtable	-	RTTI
01234674	CSpecialAbilitiesSummonSpellDef::vftable	vtable	-	RTTI
012346DC	CSpecialAbilitiesBurntEffectDef::vftable	vtable	-	RTTI
01234744	CSpecialAbilitiesElectrocutedEffectDef::vftable	vtable	-	RTTI
012347AC	CSpecialAbilitiesDrunkennessDef::vftable	vtable	-	RTTI
01234814	CSpecialAbilitiesThunderLightningStormDef::vftable	vtable	-	RTTI
0123487C	CSpecialAbilitiesDivineWrathDef::vftable	vtable	-	RTTI
012348E4	CSpecialAbilitiesUnholyPowerDef::vftable	vtable	-	RTTI
0123494C	CSpecialAbilitiesCreatureTintDef::vftable	vtable	-	RTTI
012349B4	CSoundDef::vftable	vtable	-	RTTI
01234A1C	CAttackPatternDef::vftable	vtable	-	RTTI
01234A84	CObjectFamilyDef::vftable	vtable	-	RTTI
01234AEC	CArmourDef::vftable	vtable	-	RTTI
01234B54	CHitLocationDef::vftable	vtable	-	RTTI
01234BBC	CCombatSequenceDef::vftable	vtable	-	RTTI
01234C24	CLightningDef::vftable	vtable	-	RTTI
01234C8C	CGlobalDef::vftable	vtable	-	RTTI
01234CF4	CHeroCombatDef::vftable	vtable	-	RTTI
01234D5C	CMeleeCombatAbilityDef::vftable	vtable	-	RTTI
01234DC4	CMeleeCombatKnockdownEffects::vftable	vtable	-	RTTI
01234E2C	CThingShotDef::vftable	vtable	-	RTTI
01234E94	CThingObjectDef::vftable	vtable	-	RTTI
01234F24	CCreatureAbilityDef::vftable	vtable	-	RTTI
01234F8C	CThingGroupDef::vftable	vtable	-	RTTI
01234FF4	CPlayerDef::vftable	vtable	-	RTTI
0123505C	CPlayerMovementDef::vftable	vtable	-	RTTI
012350C4	CSimBuildingDef::vftable	vtable	-	RTTI
0123512C	CEngineThemeGroupDef::vftable	vtable	-	RTTI
01235194	CEngineThemeDef::vftable	vtable	-	RTTI
0123520C	CBrainDef::vftable	vtable	-	RTTI
01235274	CPlayerInventoryDef::vftable	vtable	-	RTTI
012352DC	CPlayerGuiDef::vftable	vtable	-	RTTI
0123543C	NSpeechGainManager::vftable	vtable	-	RTTI
012354A4	CResource::vftable	vtable	-	RTTI
012354D0	CIVCountedPointeeBase::vftable	vtable	-	RTTI
012354DC	CAppearanceDef::vftable	vtable	-	RTTI
012360A4	CQuickAccessItemButtonGuiDef::vftable	vtable	-	RTTI
0123610C	CAbilityButtonGuiDef::vftable	vtable	-	RTTI
01236174	CLensFlareElementDef::vftable	vtable	-	RTTI
012361DC	COpinionDeedReactionDef::vftable	vtable	-	RTTI
01236244	CEnvironmentThemeDef::vftable	vtable	-	RTTI
012362E4	CEngineLocalDetailLayerDef::vftable	vtable	-	RTTI
0123634C	CEngineLocalDetailObjectDef::vftable	vtable	-	RTTI
01236434	CAppearanceModifierScalingDef::vftable	vtable	-	RTTI
0123649C	CAbilityTrackDef::vftable	vtable	-	RTTI
01236504	CAbilityTrackLevelDef::vftable	vtable	-	RTTI
01236750	CPersistContext_TransferableComponent<C3DVector>::vftable	vtable	-	RTTI
0123675C	CMemoryDataInputStream::vftable	vtable	-	RTTI
01236804	CTCInGameMenu::vftable	vtable	-	RTTI
0123758C	CInputProcessMain::vftable	vtable	-	RTTI
012375B4	CInputProcessControlCreature::vftable	vtable	-	RTTI
012375DC	CInputProcessControlCreatureActivateZTarget::vftable	vtable	-	RTTI
01237604	CInputProcessControlCreatureActivateZTargetOnPress::vftable	vtable	-	RTTI
0123762C	CInputProcessDead::vftable	vtable	-	RTTI
01237654	CInputProcessStrafe::vftable	vtable	-	RTTI
0123767C	CInputProcessTargetLockCycleTargets::vftable	vtable	-	RTTI
012376A4	CInputProcessTargetLockRightStickTargetSelect::vftable	vtable	-	RTTI
012376CC	CInputProcessInventoryBase::vftable	vtable	-	RTTI
012376F8	CInputProcessInventory::vftable	vtable	-	RTTI
01237724	CInputProcessInventoryClothing::vftable	vtable	-	RTTI
01237750	CInputProcessInventoryWeapons::vftable	vtable	-	RTTI
0123777C	CInputProcessHeroAbilitiesScreen::vftable	vtable	-	RTTI
012377A8	CInputProcessInventoryMapScreen::vftable	vtable	-	RTTI
012377D4	CInputProcessInventoryExperienceScreen::vftable	vtable	-	RTTI
01237800	CInputProcessInventoryTradeScreen::vftable	vtable	-	RTTI
0123782C	CInputProcessInventoryQuestsScreen::vftable	vtable	-	RTTI
01237858	CInputProcessInventoryMagicScreen::vftable	vtable	-	RTTI
01237884	CInputProcessInventoryStatsScreen::vftable	vtable	-	RTTI
012378B0	CInputProcessHeroInformationScreens::vftable	vtable	-	RTTI
012378D8	CInputProcessClickPastText::vftable	vtable	-	RTTI
01237900	CInputProcessYesNoQuestion::vftable	vtable	-	RTTI
01237928	CInputProcessBButtonExitMode::vftable	vtable	-	RTTI
01237950	CInputProcessToggleViewHeroMode::vftable	vtable	-	RTTI
01237978	CInputProcessFirstPerson::vftable	vtable	-	RTTI
012379A0	CInputProcessFreezeControls::vftable	vtable	-	RTTI
012379C8	CInputProcessControlFreeCamera::vftable	vtable	-	RTTI
012379F0	CInputProcessCameraLookAround::vftable	vtable	-	RTTI
01237A18	CInputProcessFirstPersonLookAround::vftable	vtable	-	RTTI
01237A40	CInputProcessControlCreatureRightStick::vftable	vtable	-	RTTI
01237A68	CInputProcessCycleSpecialCameraModes::vftable	vtable	-	RTTI
01237A90	CInputProcessUseEnvironment::vftable	vtable	-	RTTI
01237AB8	CInputProcessBlock::vftable	vtable	-	RTTI
01237AE0	CInputProcessQuickAccessItems::vftable	vtable	-	RTTI
01237B08	CInputProcessUseRangedWeapon::vftable	vtable	-	RTTI
01237B30	CInputProcessSetRangedWeaponMode::vftable	vtable	-	RTTI
01237B58	CInputProcessSetRangedWeaponThirdPersonMode::vftable	vtable	-	RTTI
01237B80	CInputProcessWatchForRangedWeaponThirdPersonModeTermination::vftable	vtable	-	RTTI
01237BA8	CInputProcessWatchForWillChargeUpThirdPersonModeTermination::vftable	vtable	-	RTTI
01237BD0	CInputProcessUseRangedWeaponZLock::vftable	vtable	-	RTTI
01237BF8	CInputProcessProjectileTargetingAnalogueZoom::vftable	vtable	-	RTTI
01237C20	CInputProcessSpecialAbilities::vftable	vtable	-	RTTI
01237C48	CInputProcessLightning::vftable	vtable	-	RTTI
01237C70	CInputProcessRebootGame::vftable	vtable	-	RTTI
01237C98	CInputProcessFirstPersonTargeting::vftable	vtable	-	RTTI
01237CC0	CInputProcessInGameMenu::vftable	vtable	-	RTTI
01237CE8	CInputProcessTavernGame::vftable	vtable	-	RTTI
01237D10	CInputProcessCutScene::vftable	vtable	-	RTTI
01237D38	CInputProcessFishing::vftable	vtable	-	RTTI
01237D60	CInputProcessDigging::vftable	vtable	-	RTTI
01237D88	CInputProcessParalysed::vftable	vtable	-	RTTI
01237DB0	CInputProcessBoastUI::vftable	vtable	-	RTTI
01237DD8	CInputProcessQuickAccessMenu::vftable	vtable	-	RTTI
01237E00	CInputProcessQuestCompletionUI::vftable	vtable	-	RTTI
01237E28	CInputProcessCreditsUI::vftable	vtable	-	RTTI
01237E50	CInputProcessBetting::vftable	vtable	-	RTTI
01237E78	CInputProcessOracleMinigame::vftable	vtable	-	RTTI
01237EA0	CInputProcessFireheartMinigame::vftable	vtable	-	RTTI
01237EC8	CInputProcessPhotojournalCapture::vftable	vtable	-	RTTI
01237F14	CIntelligentPointer<CThingPlayerCreature const>::vftable	vtable	-	RTTI
01237F1C	CIntelligentPointer<CThing const>::vftable	vtable	-	RTTI
01237F24	CInputProcessConsole::vftable	vtable	-	RTTI
01237F4C	CInputProcessCreatureMovement::vftable	vtable	-	RTTI
01237F74	CInputProcessCreatureMovementWatchForControlAngleChange::vftable	vtable	-	RTTI
01237F9C	CInputProcessDebugControls::vftable	vtable	-	RTTI
01238028	CInputProcessZTarget::vftable	vtable	-	RTTI
01238050	CInputProcessJumpingAndRolling::vftable	vtable	-	RTTI
012380B4	CInputProcessCombat::vftable	vtable	-	RTTI
012384BC	CSubtitleRenderer::vftable	vtable	-	RTTI
0123875C	CFrontendGameComponent::vftable	vtable	-	RTTI
012387A0	CAProgressDisplay::vftable	vtable	-	RTTI
012387E4	CPersistContext_TransferableVector<CCharString>::vftable	vtable	-	RTTI
012388B4	CProgressDisplay::vftable	vtable	-	RTTI
01238B54	CGameJoystickManager::vftable	vtable	-	RTTI
01238B78	CIDrawWorld::vftable	vtable	-	RTTI
01238B8C	CNavigatorManagerExternalInterface::vftable	vtable	-	RTTI
01238C50	CTBaseSingleton<CSkeletalMorphResourceManager>::vftable	vtable	-	RTTI
01238C58	CGameNavigatorManagerExternalInterface::vftable	vtable	-	RTTI
01238C6C	CIntelligentPointer<CThing>::vftable	vtable	-	RTTI
01238C74	CPersistContext_TransferableComponent<enum  CWorld::ESaveType>::vftable	vtable	-	RTTI
01238C80	CPersistContext_TransferableComponent<double>::vftable	vtable	-	RTTI
01238C8C	CScriptThing::vftable	vtable	-	RTTI
01238F84	CSkeletalMorphResourceManager::vftable	vtable	-	RTTI
012390DC	CWorld::vftable	vtable	-	RTTI
01239370	CTBaseSingletonNoDefaultAlloc<CQuestManager>::vftable	vtable	-	RTTI
01239378	CPersistContext_TransferableComponent<int>::vftable	vtable	-	RTTI
01239464	CQuestManager::vftable	vtable	-	RTTI
0123981C	C3DPositionInterpolator::vftable	vtable	-	RTTI
01239824	C3DOrientationInterpolator::vftable	vtable	-	RTTI
0123982C	CEngineMeshEffect::vftable	vtable	-	RTTI
01239840	C3DAnimationInterpolator::vftable	vtable	-	RTTI
01239848	CEngineMeshEffectOutlineBase::vftable	vtable	-	RTTI
01239854	CEngineMeshEffectOutlineSmooth::vftable	vtable	-	RTTI
01239860	C3DMeshObject::vftable	vtable	-	RTTI
01239A74	CPersistContext_TransferableComponent<short>::vftable	vtable	-	RTTI
01239A80	CPersistContext_TransferableComponent<signed char>::vftable	vtable	-	RTTI
01239ABC	CThing::vftable	vtable	-	RTTI
0123A024	CTCRotate::vftable	vtable	-	RTTI
0123A364	CTCUndeadSoul::vftable	vtable	-	RTTI
0123A3E0	NHeroInformationScreens::vftable	vtable	-	RTTI
0123A54C	CTCMeshAutomaticEntityCreator::vftable	vtable	-	RTTI
0123A61C	CBuyHouseDef::vftable	vtable	-	RTTI
0123A69C	CWifeDef::vftable	vtable	-	RTTI
0123A714	CDoorDef::vftable	vtable	-	RTTI
0123A7AC	CKickableDef::vftable	vtable	-	RTTI
0123A814	CLightDef::vftable	vtable	-	RTTI
0123A88C	CSpotLightDef::vftable	vtable	-	RTTI
0123A904	CHeroDef::vftable	vtable	-	RTTI
0123A984	CTCWeatherVane::vftable	vtable	-	RTTI
0123AA9C	CPerceivedThingDef::vftable	vtable	-	RTTI
0123AB1C	CStealthDef::vftable	vtable	-	RTTI
0123AB9C	CTCCupboard::vftable	vtable	-	RTTI
0123AC1C	CTrophyDef::vftable	vtable	-	RTTI
0123ACDC	CChestDef::vftable	vtable	-	RTTI
0123AD7C	CExplodingObjectDef::vftable	vtable	-	RTTI
0123AE14	CLookDef::vftable	vtable	-	RTTI
0123AEDC	CTCCameraPointShapeActivationBase::vftable	vtable	-	RTTI
0123AF8C	CTCCameraPointFixedPoint::vftable	vtable	-	RTTI
0123B03C	CTCCameraPointFixedDolly::vftable	vtable	-	RTTI
0123B0E4	CTCCameraPointTrack::vftable	vtable	-	RTTI
0123B194	CTCCameraPointGeneralCase::vftable	vtable	-	RTTI
0123B23C	CTCCameraPointDead::vftable	vtable	-	RTTI
0123B35C	CTCCarryable::vftable	vtable	-	RTTI
0123B3F4	CEnemyDef::vftable	vtable	-	RTTI
0123B504	CTCDNone::vftable	vtable	-	RTTI
0123B59C	COpinionOfHeroDef::vftable	vtable	-	RTTI
0123B644	CShopItemDef::vftable	vtable	-	RTTI
0123B6C4	CTCBlacksmiths::vftable	vtable	-	RTTI
0123B74C	CStockItemDef::vftable	vtable	-	RTTI
0123B7CC	CTimeAppearanceFadeDef::vftable	vtable	-	RTTI
0123B83C	CTCGift::vftable	vtable	-	RTTI
0123B8B4	CGiftDef::vftable	vtable	-	RTTI
0123B944	CTCDNavigationSeed::vftable	vtable	-	RTTI
0123B9E4	CTCDInternalMarker::vftable	vtable	-	RTTI
0123BA74	CTCDRegionEntrance::vftable	vtable	-	RTTI
0123BBAC	CTCActivationTrigger::vftable	vtable	-	RTTI
0123BD14	CHighlightItemDef::vftable	vtable	-	RTTI
0123BDCC	CTCCreatureHive::vftable	vtable	-	RTTI
0123BE54	CHeroCentreDef::vftable	vtable	-	RTTI
0123BF0C	CBoastingPodiumDef::vftable	vtable	-	RTTI
0123C02C	CTCSwitchableNavigation::vftable	vtable	-	RTTI
0123C0A4	CShipDef::vftable	vtable	-	RTTI
0123C1C4	CTCMoneyReceiver::vftable	vtable	-	RTTI
0123C2E4	CExpressionSubDef::vftable	vtable	-	RTTI
0123C3A4	CSummonableCreatureDef::vftable	vtable	-	RTTI
0123C514	COccupiableDef::vftable	vtable	-	RTTI
0123C5AC	CTCCombatLeader::vftable	vtable	-	RTTI
0123C65C	CTCStealableItemLocation::vftable	vtable	-	RTTI
0123C6D4	CInterestingToVillagersDef::vftable	vtable	-	RTTI
0123C75C	CGuardDef::vftable	vtable	-	RTTI
0123C7F4	CActivateQuestDef::vftable	vtable	-	RTTI
0123C86C	CCrateStackDef::vftable	vtable	-	RTTI
0123C8FC	COverheadDisplayDef::vftable	vtable	-	RTTI
0123C964	CTavernTableDef::vftable	vtable	-	RTTI
0123CA14	CTCTavernJug::vftable	vtable	-	RTTI
0123CA8C	CTavernDef::vftable	vtable	-	RTTI
0123CB3C	CDrunkennessDef::vftable	vtable	-	RTTI
0123CBC4	CTCOnHeroPush::vftable	vtable	-	RTTI
0123CC3C	CFireballSpellLevelDef::vftable	vtable	-	RTTI
0123CCA4	CThingDrainLifeShotDef::vftable	vtable	-	RTTI
0123CE9C	NThingShot::vftable	vtable	-	RTTI
0123D224	CTCGeneratesExperienceOnKilling::vftable	vtable	-	RTTI
0123D2EC	CGoldDef::vftable	vtable	-	RTTI
0123D3E4	CCoinGameObstacleDef::vftable	vtable	-	RTTI
0123D44C	CTavernGameCoinBaseDef::vftable	vtable	-	RTTI
0123D4D4	CTavernGameCoinGolfDef::vftable	vtable	-	RTTI
0123D5E4	CDecapitationDef::vftable	vtable	-	RTTI
0123D664	CTCTavernGameMaster::vftable	vtable	-	RTTI
0123D74C	CWallMountEffectsDef::vftable	vtable	-	RTTI
0123D7BC	CFishDef::vftable	vtable	-	RTTI
0123D834	CTeleporterDef::vftable	vtable	-	RTTI
0123D92C	CHeroSpecialMovementDef::vftable	vtable	-	RTTI
0123D9AC	CResurrectionItemDef::vftable	vtable	-	RTTI
0123DA24	CKrakenTentacleDef::vftable	vtable	-	RTTI
0123DAA4	CAICreatureWillPowerIndicatorDef::vftable	vtable	-	RTTI
0123DB94	CCarriedReadableDef::vftable	vtable	-	RTTI
0123DC0C	CTCAmbientBird::vftable	vtable	-	RTTI
0123DCA4	CFishingRodDef::vftable	vtable	-	RTTI
0123DD94	CTCSleep::vftable	vtable	-	RTTI
0123DE3C	CNymphDef::vftable	vtable	-	RTTI
0123DEB4	CSummonDef::vftable	vtable	-	RTTI
0123DF34	CTCWobble::vftable	vtable	-	RTTI
0123DFBC	CCameraCollisionDef::vftable	vtable	-	RTTI
0123E034	CTCFlashOnHit::vftable	vtable	-	RTTI
0123E0C4	CTCVolumeContainmentTrackerDef::vftable	vtable	-	RTTI
0123E16C	CTCDestroyThingOnActionFinish::vftable	vtable	-	RTTI
0123E20C	CTCDestroyThingOnSpecialAbilityFinish::vftable	vtable	-	RTTI
0123E28C	CTCObstacle::vftable	vtable	-	RTTI
0123E324	CWillResponseDef::vftable	vtable	-	RTTI
0123E3B4	CBettingDef::vftable	vtable	-	RTTI
0123E464	CTCFireRangedWeaponOnLeavingStateGroup::vftable	vtable	-	RTTI
0123E504	COracleMinigameDef::vftable	vtable	-	RTTI
0123E584	CFireheartMinigameDef::vftable	vtable	-	RTTI
0123E5EC	CLightningOrbDef::vftable	vtable	-	RTTI
0123E67C	CHasNameDef::vftable	vtable	-	RTTI
0123E764	CTCAbsorbHits::vftable	vtable	-	RTTI
0123E7D8	CIntelligentPointer<CThingCreatureBase>::vftable	vtable	-	RTTI
0123E7E0	CIntelligentPointer<CThingAICreature>::vftable	vtable	-	RTTI
0123E7EC	CCarryableDef::vftable	vtable	-	RTTI
0123E854	CVillageMemberDef::vftable	vtable	-	RTTI
0123E8BC	CBedDef::vftable	vtable	-	RTTI
0123E924	CSmokeGeneratorDef::vftable	vtable	-	RTTI
0123E98C	CCreatureNavigationDef::vftable	vtable	-	RTTI
0123E9F4	CReadableDef::vftable	vtable	-	RTTI
0123EA5C	CTCExclusiveUse::vftable	vtable	-	RTTI
0123EAD4	CTCCreatedEntity::vftable	vtable	-	RTTI
0123EB4C	CTCOwnedEntity::vftable	vtable	-	RTTI
0123EBC4	CTCGeneratedCreature::vftable	vtable	-	RTTI
0123EC3C	CTCDCameraPoint::vftable	vtable	-	RTTI
0123ECBC	CTCCameraPointBuilding::vftable	vtable	-	RTTI
0123ED54	CTCSinglePersonOccupiable::vftable	vtable	-	RTTI
0123EDCC	CTCTavernTankard::vftable	vtable	-	RTTI
0123EE44	CTCGossip::vftable	vtable	-	RTTI
0123EEBC	CTCGamePlayer::vftable	vtable	-	RTTI
0123EF34	CTCFlourishTarget::vftable	vtable	-	RTTI
0123EFAC	CTCAvoidRegionExit::vftable	vtable	-	RTTI
0123F024	CTCTargeted::vftable	vtable	-	RTTI
0123F09C	CTCActionUseBase::vftable	vtable	-	RTTI
0123F124	CTCActionUseTorch::vftable	vtable	-	RTTI
0123F1AC	CTCActionUseSign::vftable	vtable	-	RTTI
0123F234	CTCActionUseReadable::vftable	vtable	-	RTTI
0123F2BC	CTCActionUsePickUp::vftable	vtable	-	RTTI
0123F344	CTCActionUsePickUpGenericBox::vftable	vtable	-	RTTI
0123F3CC	CTCActionUsePutInInventory::vftable	vtable	-	RTTI
0123F454	CTCActionUseMapTable::vftable	vtable	-	RTTI
0123F4DC	CTCActionUseSearch::vftable	vtable	-	RTTI
0123F564	CTCActionUseBlowHorn::vftable	vtable	-	RTTI
0123F5EC	CTCActionUseWindow::vftable	vtable	-	RTTI
0123F674	CTCActionUseAcceptBoast::vftable	vtable	-	RTTI
0123F6FC	CTCActionUseStartExtrapolationMorph::vftable	vtable	-	RTTI
0123F784	CTCActionUseBed::vftable	vtable	-	RTTI
0123F80C	CTCActionUseKickChicken::vftable	vtable	-	RTTI
0123F894	CTCCarriedActionUseBase::vftable	vtable	-	RTTI
0123F91C	CTCCarriedActionUseLamp::vftable	vtable	-	RTTI
0123F9A4	CTCCarriedActionUseDrop::vftable	vtable	-	RTTI
0123FA2C	CTCCarriedActionUseDropGenericBox::vftable	vtable	-	RTTI
0123FAB4	CTCCarriedActionUseGive::vftable	vtable	-	RTTI
0123FB3C	CTCCarriedActionUseGiveBeer::vftable	vtable	-	RTTI
0123FBC4	CTCCarriedActionUseGoldBag::vftable	vtable	-	RTTI
0123FC4C	CTCCarriedActionUseShow::vftable	vtable	-	RTTI
0123FCD4	CTCCarriedActionUseFood::vftable	vtable	-	RTTI
0123FD5C	CTCCarriedActionUseFish::vftable	vtable	-	RTTI
0123FDE4	CTCCarriedActionUsePotion::vftable	vtable	-	RTTI
0123FE6C	CTCCarriedActionUseWallMount::vftable	vtable	-	RTTI
0123FEF4	CTCCarriedActionUseTrophy::vftable	vtable	-	RTTI
0123FF7C	CTCActionUseSwitch::vftable	vtable	-	RTTI
01240004	CTCInventoryItem::vftable	vtable	-	RTTI
0124007C	CTCVillageMember::vftable	vtable	-	RTTI
012400F4	CTCActionUseChest::vftable	vtable	-	RTTI
0124017C	CTCSmashableBarrier::vftable	vtable	-	RTTI
012401F4	CTCExpression::vftable	vtable	-	RTTI
0124026C	CTCCarriedActionUseExpression::vftable	vtable	-	RTTI
012402F4	CTCInterestingToVillagers::vftable	vtable	-	RTTI
0124036C	CTCCarriedActionUseActivateQuest::vftable	vtable	-	RTTI
012404AC	CTCActionUseActivateQuest::vftable	vtable	-	RTTI
01240534	CTCDecapitation::vftable	vtable	-	RTTI
012405AC	CTCActionUseWallMount::vftable	vtable	-	RTTI
01240634	CTCCarriedActionUseFishingRod::vftable	vtable	-	RTTI
012406BC	CTCCarriedActionUseSpade::vftable	vtable	-	RTTI
01240744	CTCResurrectionItem::vftable	vtable	-	RTTI
012407BC	CTCKrakenTentacle::vftable	vtable	-	RTTI
01240834	CTCCarriedActionUseRead::vftable	vtable	-	RTTI
012408BC	CTCDRumble::vftable	vtable	-	RTTI
0124093C	CTCDiceGame::vftable	vtable	-	RTTI
012409B4	CTCPlot::vftable	vtable	-	RTTI
01240A2C	CTCLightningOrb::vftable	vtable	-	RTTI
01240AA4	CTCHasName::vftable	vtable	-	RTTI
01240B1C	CTCCarriedActionUseAbility::vftable	vtable	-	RTTI
01240BA4	CTCSmashableWindow::vftable	vtable	-	RTTI
01240C1C	CTCStockItem::vftable	vtable	-	RTTI
0124111C	CTCSoundAtmosphereVillage::vftable	vtable	-	RTTI
01241194	CCarryingDef::vftable	vtable	-	RTTI
012411FC	CTCTargetingAI::vftable	vtable	-	RTTI
012412A4	CTCThingOwner::vftable	vtable	-	RTTI
0124131C	CBuyableHouseDef::vftable	vtable	-	RTTI
01241384	CCreatureGeneratorDef::vftable	vtable	-	RTTI
012413EC	CTCActivationReceptorCreatureGenerator::vftable	vtable	-	RTTI
0124146C	CTCActivationReceptorDoor::vftable	vtable	-	RTTI
012414EC	CTCActivationReceptorRelay::vftable	vtable	-	RTTI
0124156C	CTCCreatureItemLevitationBase::vftable	vtable	-	RTTI
012415F4	CTCCreatureItemLevitationNymph::vftable	vtable	-	RTTI
0124167C	CTCCreatureItemLevitationHero::vftable	vtable	-	RTTI
01241704	CCreatureModeDef::vftable	vtable	-	RTTI
0124176C	CTCParticleAttacher::vftable	vtable	-	RTTI
012417E4	CTCAnimatingObject::vftable	vtable	-	RTTI
0124185C	CBossDef::vftable	vtable	-	RTTI
012418C4	CFishingDef::vftable	vtable	-	RTTI
0124193C	CTurncoatDef::vftable	vtable	-	RTTI
012419A4	CTCTargetingSpirit::vftable	vtable	-	RTTI
01241A4C	CTavernGameSpotTheAdditionDef::vftable	vtable	-	RTTI
01241AB4	CTCParticleAttachmentTracker::vftable	vtable	-	RTTI
01241B2C	CKrakenDef::vftable	vtable	-	RTTI
01241B94	CTCKraken::vftable	vtable	-	RTTI
01241C0C	CTCDPhysicalObstruction::vftable	vtable	-	RTTI
01241C8C	CTCAISummon::vftable	vtable	-	RTTI
01241D04	CObstacleNavigatorExternalInterface::vftable	vtable	-	RTTI
01241D74	CNavigatorExternalInterface::vftable	vtable	-	RTTI
01241DDC	CVillageDef::vftable	vtable	-	RTTI
01241E44	CQuestCardDef::vftable	vtable	-	RTTI
01241EAC	CTCSingleUserActionPoints::vftable	vtable	-	RTTI
01241F24	CTCNamedUserActionPoints::vftable	vtable	-	RTTI
01241F9C	CShopDef::vftable	vtable	-	RTTI
01242004	CTCDHeroSuit::vftable	vtable	-	RTTI
01242084	CTCActivationReceptorChest::vftable	vtable	-	RTTI
01242104	CExperienceDef::vftable	vtable	-	RTTI
0124216C	CHeroSuitDef::vftable	vtable	-	RTTI
012421D4	CFireEffectCreationSet::vftable	vtable	-	RTTI
012421E4	CTCGatherPointBase::vftable	vtable	-	RTTI
01242264	CTCGatherPointBuilding::vftable	vtable	-	RTTI
012422E4	CTCGatherPointRadialArea::vftable	vtable	-	RTTI
01242364	CParticleAttacherDef::vftable	vtable	-	RTTI
012423CC	CTCHaste::vftable	vtable	-	RTTI
01242444	CTCPreCalculatedNavigationRoute::vftable	vtable	-	RTTI
012424BC	CTavernGameDef::vftable	vtable	-	RTTI
01242524	CTavernGameShoveHaPennyDef::vftable	vtable	-	RTTI
0124258C	CTavernGameCardBaseDef::vftable	vtable	-	RTTI
012425F4	CExplosionDef::vftable	vtable	-	RTTI
0124265C	CMultiStaticMeshDef::vftable	vtable	-	RTTI
012426C4	CTCIdleScheduler::vftable	vtable	-	RTTI
0124273C	CRumbleDef::vftable	vtable	-	RTTI
012427A4	CSoundAtmospheresDef::vftable	vtable	-	RTTI
0124280C	CTCTargetingPlayer::vftable	vtable	-	RTTI
012428B4	CContainerRewardHeroDef::vftable	vtable	-	RTTI
0124291C	CWeaponDef::vftable	vtable	-	RTTI
01242984	CFlammableDef::vftable	vtable	-	RTTI
012429EC	CSkeletalMorphDef::vftable	vtable	-	RTTI
01242A54	CTCDExplosion::vftable	vtable	-	RTTI
01242AD4	CTCNymph::vftable	vtable	-	RTTI
01242B4C	CTCDExplosiveTrail::vftable	vtable	-	RTTI
01242BCC	CHeroMorphDef::vftable	vtable	-	RTTI
01242C34	CClockDef::vftable	vtable	-	RTTI
01242C9C	CMazeBattleDef::vftable	vtable	-	RTTI
01242D04	CThunderBattleDef::vftable	vtable	-	RTTI
01242D6C	CWhisperBattleDef::vftable	vtable	-	RTTI
