# Consolidated Fable.exe symbol database (Steam TLC, base 0x400000)
# Sources: FableMenu source (func addresses+names), RTTI dump (vtables), curated statics.
# 2350 symbols: 251 func, 2090 vtable, 9 data. Columns below.
addr	name	kind	conv	source
01242DD4	CWaspQueenBattleDef::vftable	vtable	-	RTTI
01242E3C	CJackOfBladesBattleDef::vftable	vtable	-	RTTI
01242EA4	CScorpionKingBattleDef::vftable	vtable	-	RTTI
01242F0C	CTrollBattleDef::vftable	vtable	-	RTTI
01242F74	CBalverineBattleDef::vftable	vtable	-	RTTI
01242FDC	CTCEntityEvents::vftable	vtable	-	RTTI
01243054	CTrapDef::vftable	vtable	-	RTTI
012430BC	CReplaceableMeshDef::vftable	vtable	-	RTTI
01243124	CIdleSchedulerDef::vftable	vtable	-	RTTI
0124318C	CAreaOfEffectAttackDef::vftable	vtable	-	RTTI
012431F4	CTCSearchableContainer::vftable	vtable	-	RTTI
0124326C	CTCCreatureGroup::vftable	vtable	-	RTTI
012432F4	CTCCreatureGroupTag::vftable	vtable	-	RTTI
0124337C	CTCLightningNode::vftable	vtable	-	RTTI
012433F4	CTCCarrying::vftable	vtable	-	RTTI
0124346C	CTCBoastingPodium::vftable	vtable	-	RTTI
012434E4	CTCHitLocations::vftable	vtable	-	RTTI
01243558	CTCInventoryClothing::vftable	vtable	-	RTTI
012436CC	CTCCreatureHitNotification::vftable	vtable	-	RTTI
0124376C	CAnimatingObjectDef::vftable	vtable	-	RTTI
012437D4	CPrizeScoreDef::vftable	vtable	-	RTTI
0124383C	CShoveHaPennyRegionDef::vftable	vtable	-	RTTI
012438A4	CMultiStaticMeshEntryDef::vftable	vtable	-	RTTI
0124390C	CHeroExperienceDef::vftable	vtable	-	RTTI
01243974	CObjectAugmentationsDef::vftable	vtable	-	RTTI
012439DC	CCardPositionsDef::vftable	vtable	-	RTTI
01243A44	CCardDef::vftable	vtable	-	RTTI
01244284	CIDrawWorldMap::vftable	vtable	-	RTTI
012442DC	CWADBank::vftable	vtable	-	RTTI
01244344	CIntelligentPointer<CThingBuilding>::vftable	vtable	-	RTTI
01244678	NThingMap::vftable	vtable	-	RTTI
01244AB4	CWorldMap::vftable	vtable	-	RTTI
01244DCC	CIntelligentPointer<CThingPhysical>::vftable	vtable	-	RTTI
01244E84	CThingPhysical::vftable	vtable	-	RTTI
01244F7C	CThingGameObject::vftable	vtable	-	RTTI
0124509C	CThingBuilding::vftable	vtable	-	RTTI
012451BC	CThingVillage::vftable	vtable	-	RTTI
012452DC	CThingHolySite::vftable	vtable	-	RTTI
012453FC	CThingSwitch::vftable	vtable	-	RTTI
01245524	CThingMarker::vftable	vtable	-	RTTI
01245644	CThingPhysicalSwitch::vftable	vtable	-	RTTI
012457FC	CThingPlayerCreature::vftable	vtable	-	RTTI
01245974	CCompressorZlib::vftable	vtable	-	RTTI
01245C44	CThingManager::vftable	vtable	-	RTTI
01247D98	NUISystem::vftable	vtable	-	RTTI
01249F34	C3DAnimationStateBase::vftable	vtable	-	RTTI
01249F50	C3DAnimationState::vftable	vtable	-	RTTI
0124C4B4	CTCPhotojournalCapture::vftable	vtable	-	RTTI
0124C5CC	CPersistContext_TransferableVector<int>::vftable	vtable	-	RTTI
0124C5E0	CPersistContext_TransferableVector<float>::vftable	vtable	-	RTTI
0124DB34	CTCHeroOnlineScoreboard::vftable	vtable	-	RTTI
0124DCFC	CTCBoastUI::vftable	vtable	-	RTTI
0124F108	CTCInventoryExperience::vftable	vtable	-	RTTI
0124F2F4	CPersistContext_TransferableComponent<enum  EHeroTrainingStatus>::vftable	vtable	-	RTTI
0124F33C	CPersistContext_TransferableVector<long>::vftable	vtable	-	RTTI
0124F350	CPersistContext_TransferableVector<CHeroMarriageInfo>::vftable	vtable	-	RTTI
0124F70C	CTCHeroStats::vftable	vtable	-	RTTI
01250DD0	CTCInventory::vftable	vtable	-	RTTI
0125301C	CTCInventoryTrade::vftable	vtable	-	RTTI
01253CA4	CPersistContext_TransferableVector<NInventory::CItem>::vftable	vtable	-	RTTI
01253DBC	NInventory::vftable	vtable	-	RTTI
01253F18	CPersistContext_TransferableComponent<CDefIndex>::vftable	vtable	-	RTTI
01253FE0	CTCInventoryWeapons::vftable	vtable	-	RTTI
01254AC4	CTCInventoryStats::vftable	vtable	-	RTTI
012554FC	CTCWeapon::vftable	vtable	-	RTTI
01255648	CAnimComponentBase::vftable	vtable	-	RTTI
01255670	CAnimComponentTransitionInTime::vftable	vtable	-	RTTI
01255698	CAnimComponentDelayTime::vftable	vtable	-	RTTI
012556C0	CAnimComponentCombatHandedness::vftable	vtable	-	RTTI
012556E8	CAnimComponentCombatComboChain::vftable	vtable	-	RTTI
01255710	CAnimComponentCombatRecoil::vftable	vtable	-	RTTI
01255738	CAnimComponentCombatMisc::vftable	vtable	-	RTTI
01255760	CAnimComponentCombatFlourishTargetOffset::vftable	vtable	-	RTTI
01255788	CAnimComponentFollowingOnAnim::vftable	vtable	-	RTTI
012557B0	CAnimComponentSetCreatureMode::vftable	vtable	-	RTTI
012557D8	CAnimComponentFollowingOnAnimFilter::vftable	vtable	-	RTTI
01255800	CAnimComponentStrikeSpeedMultiplier::vftable	vtable	-	RTTI
01255828	CAnimComponentStrikeResponseAnim::vftable	vtable	-	RTTI
01255850	CAnimComponentFlags::vftable	vtable	-	RTTI
01255878	CAnimComponentMap::vftable	vtable	-	RTTI
01255884	CPersistContext_TransferableVector<unsigned long>::vftable	vtable	-	RTTI
0125589C	CTCQuestCompletionUI::vftable	vtable	-	RTTI
012560BC	CTCTavernGame::vftable	vtable	-	RTTI
01256AC0	CTCInventoryAbilities::vftable	vtable	-	RTTI
01257164	CPersistContext_TransferableVector<CTCInventoryMap::CUIMiniMapMarker>::vftable	vtable	-	RTTI
01257178	CPersistContext_TransferableVector<CTCInventoryMap::CUIRegionInfo>::vftable	vtable	-	RTTI
0125718C	CPersistContext_TransferableVector<unsigned __int64>::vftable	vtable	-	RTTI
012571A0	CPersistContext_TransferableVector<enum  CHeroLogBook::CHeroLogBookEntry::ECategory>::vftable	vtable	-	RTTI
01257A84	CTCInventoryMap::vftable	vtable	-	RTTI
012585A0	CTCInventoryQuests::vftable	vtable	-	RTTI
01258B74	CTCQuickAccessMenu::vftable	vtable	-	RTTI
01258DFC	CCreatureAction_StartSneaking::vftable	vtable	-	RTTI
01258F24	CCreatureAction_StopSneaking::vftable	vtable	-	RTTI
01259044	CCreatureAction_ThrowGameObject::vftable	vtable	-	RTTI
0125919C	CCreatureAction_GiveItemToThing::vftable	vtable	-	RTTI
012592D4	CCreatureAction_PlayerInteractionGreet::vftable	vtable	-	RTTI
01259404	CCreatureAction_PlayerInteractionInsult::vftable	vtable	-	RTTI
01259534	CCreatureAction_PlayerInteractionThreaten::vftable	vtable	-	RTTI
01259664	CCreatureAction_PlayerInteractionBribe::vftable	vtable	-	RTTI
01259794	CCreatureAction_PlayerInteractionFlirt::vftable	vtable	-	RTTI
012598C4	CCreatureAction_TavernGameMasterInteraction::vftable	vtable	-	RTTI
012599E4	CCreatureAction_Talk::vftable	vtable	-	RTTI
01259D24	CCreatureActionBase::vftable	vtable	-	RTTI
01259E44	CCombatActionBase::vftable	vtable	-	RTTI
0125A0EC	CTCRegionDisplay::vftable	vtable	-	RTTI
0125A188	CPersistContext_TransferableComponent<CRGBColour>::vftable	vtable	-	RTTI
0125A208	CTCLight::vftable	vtable	-	RTTI
0125A26C	CIntelligentPointer<NParticleEngine::CParticleEmitter>::vftable	vtable	-	RTTI
0125A294	CIntelligentPointer<CThingPhysical const>::vftable	vtable	-	RTTI
0125A4E4	NPlayerGui::vftable	vtable	-	RTTI
0125A830	CVillageTaskBase::vftable	vtable	-	RTTI
0125A858	CIntelligentPointer<CThingObject>::vftable	vtable	-	RTTI
0125A860	CIntelligentPointer<CThingMarker>::vftable	vtable	-	RTTI
0125A868	CVillageTaskSecuritySweep::vftable	vtable	-	RTTI
0125A894	CIntelligentPointer<CThingTrackNode const>::vftable	vtable	-	RTTI
0125A89C	CIntelligentPointer<CThingTrackNode>::vftable	vtable	-	RTTI
0125A8A4	CIntelligentPointer<CVillageTaskBase>::vftable	vtable	-	RTTI
0125A8AC	CVillageTaskTorch::vftable	vtable	-	RTTI
0125A8D8	CVillageTaskHorn::vftable	vtable	-	RTTI
0125A900	CVillageTaskPatrol::vftable	vtable	-	RTTI
0125A928	CVillageTaskPickCrops::vftable	vtable	-	RTTI
0125A950	CVillageTaskCarryCrate::vftable	vtable	-	RTTI
0125A9AC	CTCVillage::vftable	vtable	-	RTTI
0125AAEC	CIntelligentPointer<CThingCreatureBase const>::vftable	vtable	-	RTTI
0125AC0C	CThingCreatureBase::vftable	vtable	-	RTTI
0125AD94	CCombatAction_GenericResponseToDecapitation::vftable	vtable	-	RTTI
0125AEDC	CCombatAction_GenericResponseToExplosion::vftable	vtable	-	RTTI
0125B024	CCombatAction_GenericResponseToDrain::vftable	vtable	-	RTTI
0125B1B8	CIntelligentPointer<CThingSoundEmitter>::vftable	vtable	-	RTTI
0125B1C4	CTCSoundPlayer::vftable	vtable	-	RTTI
0125B264	CTCCoopSpirit::vftable	vtable	-	RTTI
0125B2DC	CThingCreatureDef::vftable	vtable	-	RTTI
0125B43C	CCreatureDef::vftable	vtable	-	RTTI
0125B664	CThingBaseDef::vftable	vtable	-	RTTI
0125B6D0	CReactionMatch::vftable	vtable	-	RTTI
0125B6E8	CReactionMatch_SecondaryAxisMRShifted::vftable	vtable	-	RTTI
0125B700	CReactionMatch_SecondaryAxisCentredMRShifted::vftable	vtable	-	RTTI
0125B718	CReactionMatch_AsymmetricPyramid::vftable	vtable	-	RTTI
0125B730	CReactionMatch_MRPyramid::vftable	vtable	-	RTTI
0125B748	CReactionMatch_MoralityRenownBlob::vftable	vtable	-	RTTI
0125B7C4	CReactionMatch_Sphere::vftable	vtable	-	RTTI
0125B7DC	COpinionReactionManagerDef::vftable	vtable	-	RTTI
0125B8AC	CBlurredAttitudesDef::vftable	vtable	-	RTTI
0125B9FC	NHitLocations::vftable	vtable	-	RTTI
0125BAB0	CPersistContext_TransferableComponent<COpinionTransientOffset>::vftable	vtable	-	RTTI
0125BABC	CPersistContext_TransferableComponent<enum  EOpinionAttitudeType>::vftable	vtable	-	RTTI
0125BC3C	CTCCreatureOpinionOfHero::vftable	vtable	-	RTTI
0125BE0C	CTCBase::vftable	vtable	-	RTTI
0125BE8C	CMessageEvent::vftable	vtable	-	RTTI
0125BE98	CInputProcessGameBase::vftable	vtable	-	RTTI
0125BF6C	CCombatAction_GenericBreakOffDrain::vftable	vtable	-	RTTI
0125C0D8	NCreatureAction::vftable	vtable	-	RTTI
0125C1F4	CAIGameCameraBase::vftable	vtable	-	RTTI
0125C264	NCameraModes::vftable	vtable	-	RTTI
0125C29C	CIntelligentPointer<CThingGameObject const>::vftable	vtable	-	RTTI
0125C754	CGameCameraManager::vftable	vtable	-	RTTI
0125C7CC	NDisplayView::vftable	vtable	-	RTTI
0125C810	CTCParamsBase::vftable	vtable	-	RTTI
0125C818	CTCParamsPhysicsBase::vftable	vtable	-	RTTI
0125C83C	CCreatureAction_SheatheItemToInventory::vftable	vtable	-	RTTI
0125C95C	CCreatureAction_SheatheItemToInventory_ForEnflame::vftable	vtable	-	RTTI
0125CA7C	CCreatureAction_SheatheItemToInventory_ForDivineWrath::vftable	vtable	-	RTTI
0125CB9C	CCreatureAction_SheatheItemToInventory_ForUnholyPower::vftable	vtable	-	RTTI
0125CCBC	CCreatureAction_UnsheatheItemFromInventory::vftable	vtable	-	RTTI
0125CDDC	CCreatureAction_UnsheatheItemFromInventoryWithHasteAction::vftable	vtable	-	RTTI
0125CEFC	CCreatureAction_UseObject::vftable	vtable	-	RTTI
0125D084	CPhysicsMeshObject::vftable	vtable	-	RTTI
0125D110	CInputProcessControlSpirit::vftable	vtable	-	RTTI
0125D234	CTCRegionFollower::vftable	vtable	-	RTTI
0125D2C4	CTCPhysicsBase::vftable	vtable	-	RTTI
0125D470	CASoundManager::vftable	vtable	-	RTTI
0125D47C	CAtmosProcess::vftable	vtable	-	RTTI
0125D4E4	CIDrawEnvironment::vftable	vtable	-	RTTI
0125D53C	CEnvironment::vftable	vtable	-	RTTI
0125D558	CGameMap::vftable	vtable	-	RTTI
0125D560	CPersistContext_TransferableComponent<CFaction>::vftable	vtable	-	RTTI
0125D668	CConsoleCommand<CGameTimeManager>::vftable	vtable	-	RTTI
0125D6A4	CTCBuyableHouse::vftable	vtable	-	RTTI
0125D9B0	CLevelLoader::vftable	vtable	-	RTTI
0125DA0C	CTCFadeOutAndIn::vftable	vtable	-	RTTI
0125E9D0	CPersistContext_TransferableComponent<CIntelligentPointer<CThing>>::vftable	vtable	-	RTTI
0125E9DC	CPersistContext_TransferableVector<std::pair<long,COpinionDeed *>>::vftable	vtable	-	RTTI
0125EA44	CTCHeroOpinionDeedLog::vftable	vtable	-	RTTI
0125EB54	CTCHero::vftable	vtable	-	RTTI
0125EC24	CTCCreatureNavigation::vftable	vtable	-	RTTI
0125EC9C	CGroundNavigatorExternalInterface::vftable	vtable	-	RTTI
0125ED48	CPersistContext_TransferableVector<std::pair<CCharString,long>>::vftable	vtable	-	RTTI
0125ED5C	CTCWife::vftable	vtable	-	RTTI
0125F644	CTCFollowed::vftable	vtable	-	RTTI
0125F6C4	CTCHeroExperience::vftable	vtable	-	RTTI
0125F7B4	CCreatureAction_ShowTrophy::vftable	vtable	-	RTTI
0125F8D4	CCreatureAction_UnsheatheToShowToSheatheTrophy::vftable	vtable	-	RTTI
0125F9F4	CCreatureAction_ShowToSheatheTrophy::vftable	vtable	-	RTTI
0125FB14	CCreatureAction_SheatheTrophy::vftable	vtable	-	RTTI
0125FC54	CTCTrophy::vftable	vtable	-	RTTI
0125FEEC	CTCDParticleEmitter::vftable	vtable	-	RTTI
0125FFEC	CTCTalk::vftable	vtable	-	RTTI
0126008C	CScriptGameResourceObjectBase::vftable	vtable	-	RTTI
0126009C	CGameScriptInterfaceBase::vftable	vtable	-	RTTI
01260EF4	CScriptGameResourceObjectMovieBase::vftable	vtable	-	RTTI
01260F00	CScriptGameResourceObjectMovie::vftable	vtable	-	RTTI
01260F0C	CGameScriptInterface::vftable	vtable	-	RTTI
01261D74	CCombatSequenceGeneric::vftable	vtable	-	RTTI
01261EB4	CCombatManager::vftable	vtable	-	RTTI
01261F7C	CCreatureAction_ScreamerDrainAttack::vftable	vtable	-	RTTI
012620C4	CCreatureAction_ScreamerDrainOutOf::vftable	vtable	-	RTTI
0126220C	CCreatureAction_ScreamerIdle::vftable	vtable	-	RTTI
01262354	CCreatureAction_ScreamerAdvance::vftable	vtable	-	RTTI
0126249C	CCreatureAction_ScreamerBackOff::vftable	vtable	-	RTTI
012625E4	CCombatAction_StrikeResponseMazeDoForcePush::vftable	vtable	-	RTTI
0126272C	CCreatureAction_ScorpionKingDeath::vftable	vtable	-	RTTI
01262874	CCombatAction_StrikeResponseScorpionKing::vftable	vtable	-	RTTI
012629BC	CCreatureAction_WaspQueenDeath::vftable	vtable	-	RTTI
01262B04	CCreatureAction_RockTrollFallToDeath::vftable	vtable	-	RTTI
01262C4C	CCreatureAction_InterruptableFarAttack::vftable	vtable	-	RTTI
01262D94	CCreatureAction_InterruptableNearAttack::vftable	vtable	-	RTTI
01262EDC	CCreatureAction_InterruptableMidAttack::vftable	vtable	-	RTTI
01263024	CCreatureAction_LeapBack::vftable	vtable	-	RTTI
0126316C	CCreatureAction_MidAttackKnockdown::vftable	vtable	-	RTTI
012632B4	CCreatureAction_CombatIdle::vftable	vtable	-	RTTI
012633FC	CCreatureAction_CombatBoast::vftable	vtable	-	RTTI
01263544	CCreatureAction_TurnStrikeLeft::vftable	vtable	-	RTTI
0126368C	CCreatureAction_TurnStrikeRight::vftable	vtable	-	RTTI
012637D4	CCreatureAction_GenericStrafeLeft::vftable	vtable	-	RTTI
0126391C	CCreatureAction_GenericStrafeRight::vftable	vtable	-	RTTI
01263A64	CCreatureAction_BreakIntoMelee::vftable	vtable	-	RTTI
01263BAC	CCreatureAction_BanditKingGetHit::vftable	vtable	-	RTTI
01263CF4	CCreatureAction_HobbeSpellcasterAim::vftable	vtable	-	RTTI
01263E3C	CCreatureAction_HobbeSpellcasterFire::vftable	vtable	-	RTTI
01263F84	CCreatureAction_NymphGetHit::vftable	vtable	-	RTTI
012640CC	CCreatureAction_NymphGetHitDie::vftable	vtable	-	RTTI
01264214	CCreatureAction_SummonerFlameSlice::vftable	vtable	-	RTTI
0126435C	CCreatureAction_SummonerStrike::vftable	vtable	-	RTTI
012644A4	CCreatureAction_SummonerDie::vftable	vtable	-	RTTI
012645EC	CCreatureAction_CastWillDrainLifeSpell::vftable	vtable	-	RTTI
01264734	CCombatAction_GenericStrikeResponseBase::vftable	vtable	-	RTTI
01264974	NAnimationEvents::vftable	vtable	-	RTTI
01264A8C	CGameCameraBase::vftable	vtable	-	RTTI
01264B4C	CReactionFrequencyTraits::vftable	vtable	-	RTTI
01264B64	CReactionFrequencyTraits_LinearTime::vftable	vtable	-	RTTI
01264B7C	CReactionFrequencyTraits_PeriodicFrequency::vftable	vtable	-	RTTI
01264B94	CReactionFrequencyTraits_ControlledCount::vftable	vtable	-	RTTI
01264BAC	CIntelligentPointer<CThingAICreature const>::vftable	vtable	-	RTTI
01264C44	CTCQuestCard::vftable	vtable	-	RTTI
01264D3C	CTCDayOrNightOnlySupport::vftable	vtable	-	RTTI
01264DCC	CThingObject::vftable	vtable	-	RTTI
01264EF4	CTCHeroAttachableAppearanceModifiers::vftable	vtable	-	RTTI
01264FAC	CTCTextureDecal::vftable	vtable	-	RTTI
01265024	CTCAnimationBase::vftable	vtable	-	RTTI
012650A4	CTCAnimationComplex::vftable	vtable	-	RTTI
01265128	C3DAnimationStateAlpha::vftable	vtable	-	RTTI
01265144	C3DAnimationTransitionState::vftable	vtable	-	RTTI
01265504	CTCScriptedControl::vftable	vtable	-	RTTI
01265520	NTCScriptedControl::vftable	vtable	-	RTTI
0126552C	CIntelligentPointer<CScriptGameResourceObjectScriptedThing>::vftable	vtable	-	RTTI
0126556C	CCreatureAction_AimMissileWeapon::vftable	vtable	-	RTTI
012656A4	CCreatureAction_ReloadMissileWeapon::vftable	vtable	-	RTTI
01265804	CIntelligentPointer<NTCScriptedControl::CScriptConversation>::vftable	vtable	-	RTTI
01265A3C	CTCMapwho::vftable	vtable	-	RTTI
01265ABC	CTCEmoteIcon::vftable	vtable	-	RTTI
01265B34	CTCAppearanceMorphBase::vftable	vtable	-	RTTI
01265CF4	CTCHeroMorph::vftable	vtable	-	RTTI
01265D74	CTCSmokeGenerator::vftable	vtable	-	RTTI
01265DFC	CTCPhysicsLight::vftable	vtable	-	RTTI
01265F84	CTCPhysicsStandard::vftable	vtable	-	RTTI
0126616C	CTCPhysicsControlled::vftable	vtable	-	RTTI
01266314	CTCPhysicsNavigator::vftable	vtable	-	RTTI
012664A4	CTCSimpleAppearanceMorph::vftable	vtable	-	RTTI
01266520	CTCRandomAppearanceMorph::vftable	vtable	-	RTTI
012665CC	CTCCreatureExpression::vftable	vtable	-	RTTI
0126664C	CTCActionUseScriptedHook::vftable	vtable	-	RTTI
0126679C	CTCActionUseBuyOrSteal::vftable	vtable	-	RTTI
0126683C	CTCSpecialAbilities::vftable	vtable	-	RTTI
012668D8	CTCInventoryMagic::vftable	vtable	-	RTTI
01266A7C	CTCActionUseBuyHouse::vftable	vtable	-	RTTI
01266CDC	CTCDummyVillager::vftable	vtable	-	RTTI
01266DE4	CTCDoor::vftable	vtable	-	RTTI
01266E84	CTCJackPillar::vftable	vtable	-	RTTI
01266EFC	CTCJackShield::vftable	vtable	-	RTTI
01266FA4	CTCSpotLight::vftable	vtable	-	RTTI
01267044	CTCClock::vftable	vtable	-	RTTI
01267104	CCreatureAction_BlockBroken::vftable	vtable	-	RTTI
0126724C	CTCCombat::vftable	vtable	-	RTTI
012673CC	CTCCreatureModeManager::vftable	vtable	-	RTTI
01267480	CAnimFilterOf3Groups::vftable	vtable	-	RTTI
01267568	CAnimFilterOfGroup::vftable	vtable	-	RTTI
01267578	CAnimFilterOf2Groups::vftable	vtable	-	RTTI
012687AC	NCreatureMode::vftable	vtable	-	RTTI
012688CC	CTCPerceiveThing::vftable	vtable	-	RTTI
01268964	CTCBed::vftable	vtable	-	RTTI
012689EC	CTCStealth::vftable	vtable	-	RTTI
01268A74	CTCNoise::vftable	vtable	-	RTTI
01268AF0	CPersistContext_TransferableVector<CDefIndex>::vftable	vtable	-	RTTI
01268C24	CTCCreatureGenerator::vftable	vtable	-	RTTI
01268C9C	CCreatureAction_RiseUp::vftable	vtable	-	RTTI
01268DEC	CCreatureAction_OnGenerate::vftable	vtable	-	RTTI
01268F44	CCreatureAction_UndeadRiseUp::vftable	vtable	-	RTTI
0126908C	CCreatureAction_UndeadIdleUnderground::vftable	vtable	-	RTTI
012693AC	CTCContainer::vftable	vtable	-	RTTI
01269424	CTCContainerRewardHero::vftable	vtable	-	RTTI
0126957C	CTCChest::vftable	vtable	-	RTTI
012695F4	CTCDiscovery::vftable	vtable	-	RTTI
01269674	CTCExplodingObject::vftable	vtable	-	RTTI
012697B8	CTCLook::vftable	vtable	-	RTTI
0126980C	CTCHeroRememberCrimes::vftable	vtable	-	RTTI
012698B4	CTCWound::vftable	vtable	-	RTTI
0126996C	CTCPhysicsRigidBody::vftable	vtable	-	RTTI
01269B04	CTCCameraPointDefinitionBase::vftable	vtable	-	RTTI
01269C84	CTCCameraPointScripted::vftable	vtable	-	RTTI
0126A0BC	CTCCameraPointScriptedSpline::vftable	vtable	-	RTTI
0126A288	NShape::vftable	vtable	-	RTTI
0126A2A4	CTCShapeManager::vftable	vtable	-	RTTI
0126A3A4	CTCObjectAugmentations::vftable	vtable	-	RTTI
0126A47C	CTCEnemy::vftable	vtable	-	RTTI
0126A534	CTCBandit::vftable	vtable	-	RTTI
0126A5B4	CTCWeaponTrail::vftable	vtable	-	RTTI
0126A62C	CTCSolidToThing::vftable	vtable	-	RTTI
0126A6A4	CTCDegradableBarrier::vftable	vtable	-	RTTI
0126A724	CTCThingUIDDummyForSerialisation::vftable	vtable	-	RTTI
0126A79C	CTCDriverBase::vftable	vtable	-	RTTI
0126A81C	CTCOpinionSource::vftable	vtable	-	RTTI
0126A89C	CTCHeroPodium::vftable	vtable	-	RTTI
0126A94C	CTCShop::vftable	vtable	-	RTTI
0126AA64	CTCTimeAppearanceFade::vftable	vtable	-	RTTI
0126AADC	CTCFamilyMember::vftable	vtable	-	RTTI
0126AB54	CTCDRegionExit::vftable	vtable	-	RTTI
0126ABFC	CTCDExperienceOrb::vftable	vtable	-	RTTI
0126ADE0	CEngineMeshEffectDistanceFade::vftable	vtable	-	RTTI
0126ADEC	NGraphicAppearance::vftable	vtable	-	RTTI
0126AF14	CTCHighlightItem::vftable	vtable	-	RTTI
0126AF94	CTCHeroCentre::vftable	vtable	-	RTTI
0126B038	CPersistContext_TransferableComponent<enum  EHeroCentreDoorType>::vftable	vtable	-	RTTI
0126B044	CTCHeroCentreDoorMarker::vftable	vtable	-	RTTI
0126B0F4	CTCHeroGuide::vftable	vtable	-	RTTI
0126B1A4	CTCFlammable::vftable	vtable	-	RTTI
0126B24C	CTCBoastingPosition::vftable	vtable	-	RTTI
0126B314	CTCBoastingArea::vftable	vtable	-	RTTI
0126B3AC	CTCBoastingCrowdControl::vftable	vtable	-	RTTI
0126B5DC	CTCCreatureGroupBoastingCrowd::vftable	vtable	-	RTTI
0126B66C	CTCVolumeContainmentTracker::vftable	vtable	-	RTTI
0126B6F4	CTCSkeletalMorph::vftable	vtable	-	RTTI
0126B76C	CTCBob::vftable	vtable	-	RTTI
0126B7FC	CTCTrapBase::vftable	vtable	-	RTTI
0126B884	CTCMeleeTrap::vftable	vtable	-	RTTI
0126B90C	CTCProjectileTrap::vftable	vtable	-	RTTI
0126B9D4	CCreatureAction_HeroLoadRangedWeapon::vftable	vtable	-	RTTI
0126BAF4	CTCHeroRangedAttacks::vftable	vtable	-	RTTI
0126BB94	CTCBerserk::vftable	vtable	-	RTTI
0126BE84	CTCDivineWrath::vftable	vtable	-	RTTI
0126BFDC	CTCUnholyPower::vftable	vtable	-	RTTI
0126C09C	CTCForcePushed::vftable	vtable	-	RTTI
0126C154	CTCShopKeeper::vftable	vtable	-	RTTI
0126C2B4	CTCSummonSpell::vftable	vtable	-	RTTI
0126C41C	CTCSummonableCreature::vftable	vtable	-	RTTI
0126C49C	CTCBulletTime::vftable	vtable	-	RTTI
0126C53C	CTCPhysicalShieldSpell::vftable	vtable	-	RTTI
0126C724	CTCWillLightning::vftable	vtable	-	RTTI
0126C824	CTCWillEnflame::vftable	vtable	-	RTTI
0126C9BC	CTCForcePushPower::vftable	vtable	-	RTTI
0126CBFC	CTCBattleCharge::vftable	vtable	-	RTTI
0126CF2C	CTCAssassinRush::vftable	vtable	-	RTTI
0126D014	CAIScratchpadDef::vftable	vtable	-	RTTI
0126D07C	CTCAIScratchpad::vftable	vtable	-	RTTI
0126D3AC	CPersistContext_TransferableComponent<enum  EScriptingStateGroups>::vftable	vtable	-	RTTI
0126D41C	CTCRockTrollShield::vftable	vtable	-	RTTI
0126D494	CTCBoss::vftable	vtable	-	RTTI
0126D51C	CTCFishingSpot::vftable	vtable	-	RTTI
0126D5CC	CTCFishing::vftable	vtable	-	RTTI
0126D7EC	CPersistContext_TransferableComponent<enum  ECrimeSeverity>::vftable	vtable	-	RTTI
0126D7F8	CPersistContext_TransferableVector<CCrimeWaitingForBribe>::vftable	vtable	-	RTTI
0126D80C	CTCGuard::vftable	vtable	-	RTTI
0126D95C	CTCWaterWader::vftable	vtable	-	RTTI
0126DA14	CTCCrateStack::vftable	vtable	-	RTTI
0126DA94	CTCOverheadDisplay::vftable	vtable	-	RTTI
0126DBB4	CTCTavernTable::vftable	vtable	-	RTTI
0126DC4C	CTCTavernBar::vftable	vtable	-	RTTI
0126DD24	CTCTavern::vftable	vtable	-	RTTI
0126DD9C	CTCTrespassable::vftable	vtable	-	RTTI
0126DE14	CTCTrespasser::vftable	vtable	-	RTTI
0126DEB4	CTCDrunkenness::vftable	vtable	-	RTTI
0126E284	CTCDrainLife::vftable	vtable	-	RTTI
0126E36C	CTCHealLife::vftable	vtable	-	RTTI
0126E494	CTCGhostSword::vftable	vtable	-	RTTI
0126E5C4	CTCTurncoatSpell::vftable	vtable	-	RTTI
0126E6F4	CTCTurncoat::vftable	vtable	-	RTTI
0126E7A4	CTCHitOnCollision::vftable	vtable	-	RTTI
0126E964	CTCFireballSpell::vftable	vtable	-	RTTI
0126EB3C	CTCCreatureGeneratorCreator::vftable	vtable	-	RTTI
0126EBFC	CTCHeroReceiveItems::vftable	vtable	-	RTTI
0126ED04	CTCGold::vftable	vtable	-	RTTI
0126ED7C	CTCMultiArrow::vftable	vtable	-	RTTI
0126EE0C	CTCMultiStrike::vftable	vtable	-	RTTI
0126EFBC	CTCBurntEffect::vftable	vtable	-	RTTI
0126F044	CTCElectrocutedEffect::vftable	vtable	-	RTTI
0126F13C	CTCCreatureTintEffect::vftable	vtable	-	RTTI
0126F224	CTCTavernGameCoinBase::vftable	vtable	-	RTTI
0126F2F4	CTCTavernGameShoveHaPenny::vftable	vtable	-	RTTI
0126F49C	CTCTavernGameCoinGolf::vftable	vtable	-	RTTI
0126F5B4	CTCTavernGameCardSorting::vftable	vtable	-	RTTI
0126F6FC	CTCTavernGameCardPairs::vftable	vtable	-	RTTI
0126F814	CTCTavernGameSpotTheAddition::vftable	vtable	-	RTTI
0126F8F4	CTCTavernGameCardBlackjack::vftable	vtable	-	RTTI
0126F9F4	CTCCreatureFlyOnSpline::vftable	vtable	-	RTTI
